0.684,0.745,0,-6.46,0,0.0606,0.0598,0,0.18,0.34,102.021,audio_features,0awvYbOMrpO7q8kG4ApetV,spotify:track:0awvYbOMrpO7q8kG4ApetV,https://api.spotify.com/v1/tracks/0awvYbOMrpO7q8kG4ApetV,https://api.spotify.com/v1/audio-analysis/0awvYbOMrpO7q8kG4ApetV,282347,4
0.547,0.496,7,-7.964,1,0.0251,0.399,0,0.0816,0.227,79.971,audio_features,5Gip2UwE4f8L4MQWsvcvfA,spotify:track:5Gip2UwE4f8L4MQWsvcvfA,https://api.spotify.com/v1/tracks/5Gip2UwE4f8L4MQWsvcvfA,https://api.spotify.com/v1/audio-analysis/5Gip2UwE4f8L4MQWsvcvfA,268875,4
0.695,0.314,9,-14.956,1,0.0349,0.198,0.000863,0.121,0.382,100.0,audio_features,75Rm8fulB9P9O6F7hdXNcE,spotify:track:75Rm8fulB9P9O6F7hdXNcE,https://api.spotify.com/v1/tracks/75Rm8fulB9P9O6F7hdXNcE,https://api.spotify.com/v1/audio-analysis/75Rm8fulB9P9O6F7hdXNcE,349003,4
0.406,0.314,8,-8.001,1,0.0301,0.871,0.000157,0.1,0.178,94.27,audio_features,2CkmvLrg2Zl83TuwjwWF5v,spotify:track:2CkmvLrg2Zl83TuwjwWF5v,https://api.spotify.com/v1/tracks/2CkmvLrg2Zl83TuwjwWF5v,https://api.spotify.com/v1/audio-analysis/2CkmvLrg2Zl83TuwjwWF5v,266600,4
0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,audio_features,62aP9fBQKYKxi7PDXwcUAS,spotify:track:62aP9fBQKYKxi7PDXwcUAS,https://api.spotify.com/v1/tracks/62aP9fBQKYKxi7PDXwcUAS,https://api.spotify.com/v1/audio-analysis/62aP9fBQKYKxi7PDXwcUAS,176547,4
0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,audio_features,6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,190800,4
0.72,0.48,10,-8.552,1,0.0604,0.248,0,0.0704,0.464,143.945,audio_features,66YKSygcUZHHqHJZcWslI3,spotify:track:66YKSygcUZHHqHJZcWslI3,https://api.spotify.com/v1/tracks/66YKSygcUZHHqHJZcWslI3,https://api.spotify.com/v1/audio-analysis/66YKSygcUZHHqHJZcWslI3,235632,4
0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,audio_features,2b8fOow8UzyDFAE27YhOZM,spotify:track:2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/tracks/2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/audio-analysis/2b8fOow8UzyDFAE27YhOZM,189486,4
0.521,0.471,4,-8.247,1,0.0317,0.786,0,0.105,0.269,92.054,audio_features,3NNDJfWMGHuNpvHWTImmlW,spotify:track:3NNDJfWMGHuNpvHWTImmlW,https://api.spotify.com/v1/tracks/3NNDJfWMGHuNpvHWTImmlW,https://api.spotify.com/v1/audio-analysis/3NNDJfWMGHuNpvHWTImmlW,289604,4
0.547,0.715,8,-3.334,1,0.0458,0.592,0,0.0624,0.585,153.89,audio_features,3dGkfiu2IKSWZRfmBoUxvV,spotify:track:3dGkfiu2IKSWZRfmBoUxvV,https://api.spotify.com/v1/tracks/3dGkfiu2IKSWZRfmBoUxvV,https://api.spotify.com/v1/audio-analysis/3dGkfiu2IKSWZRfmBoUxvV,204156,4
0.604,0.555,0,-7.788,0,0.0395,0.691,0,0.15,0.457,168.019,audio_features,6BL2V0CvfW9QVHm9oU4Lmk,spotify:track:6BL2V0CvfW9QVHm9oU4Lmk,https://api.spotify.com/v1/tracks/6BL2V0CvfW9QVHm9oU4Lmk,https://api.spotify.com/v1/audio-analysis/6BL2V0CvfW9QVHm9oU4Lmk,251429,4
0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988,audio_features,1sgDyuLooyvEML4oHspNza,spotify:track:1sgDyuLooyvEML4oHspNza,https://api.spotify.com/v1/tracks/1sgDyuLooyvEML4oHspNza,https://api.spotify.com/v1/audio-analysis/1sgDyuLooyvEML4oHspNza,199549,4
0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,audio_features,1rgnBhdG2JDFTbYkYRZAku,spotify:track:1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,209755,4
0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
0.599,0.696,7,-6.494,1,0.0313,0.233,1.34e-05,0.0453,0.772,155.934,audio_features,37QfvQfmJb2W1ALv2dORC5,spotify:track:37QfvQfmJb2W1ALv2dORC5,https://api.spotify.com/v1/tracks/37QfvQfmJb2W1ALv2dORC5,https://api.spotify.com/v1/audio-analysis/37QfvQfmJb2W1ALv2dORC5,298842,4
0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
0.724,0.631,1,-5.403,1,0.0517,0.0873,0,0.0752,0.548,129.019,audio_features,0UwQTbq7ZtBJ7v530mpaxP,spotify:track:0UwQTbq7ZtBJ7v530mpaxP,https://api.spotify.com/v1/tracks/0UwQTbq7ZtBJ7v530mpaxP,https://api.spotify.com/v1/audio-analysis/0UwQTbq7ZtBJ7v530mpaxP,243733,4
0.708,0.639,5,-4.173,1,0.0648,0.515,0,0.102,0.293,89.994,audio_features,4fw4NwYVD8nLWLtKtlN8df,spotify:track:4fw4NwYVD8nLWLtKtlN8df,https://api.spotify.com/v1/tracks/4fw4NwYVD8nLWLtKtlN8df,https://api.spotify.com/v1/audio-analysis/4fw4NwYVD8nLWLtKtlN8df,166000,4
0.744,0.631,9,-7.426,1,0.142,0.618,6.23e-06,0.163,0.762,89.983,audio_features,4oNbnRaCAk6NNNVkvns7xV,spotify:track:4oNbnRaCAk6NNNVkvns7xV,https://api.spotify.com/v1/tracks/4oNbnRaCAk6NNNVkvns7xV,https://api.spotify.com/v1/audio-analysis/4oNbnRaCAk6NNNVkvns7xV,216000,4
0.563,0.179,0,-12.717,1,0.0323,0.882,5.01e-06,0.115,0.263,82.738,audio_features,5F4yb5DOs3aJmDzcTvs5er,spotify:track:5F4yb5DOs3aJmDzcTvs5er,https://api.spotify.com/v1/tracks/5F4yb5DOs3aJmDzcTvs5er,https://api.spotify.com/v1/audio-analysis/5F4yb5DOs3aJmDzcTvs5er,271378,4
0.526,0.671,5,-5.655,1,0.0324,0.0215,2.7e-06,0.104,0.204,164.062,audio_features,2HmM5p02Q2qrYZvXJRLVx3,spotify:track:2HmM5p02Q2qrYZvXJRLVx3,https://api.spotify.com/v1/tracks/2HmM5p02Q2qrYZvXJRLVx3,https://api.spotify.com/v1/audio-analysis/2HmM5p02Q2qrYZvXJRLVx3,229333,4
0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,audio_features,7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/audio-analysis/7eJMfftS33KTjuF7lTsMCx,173333,4
0.618,0.573,4,-5.309,1,0.0363,0.339,0,0.13,0.157,133.986,audio_features,37BXaP8wCJrH0M3AdtSNyk,spotify:track:37BXaP8wCJrH0M3AdtSNyk,https://api.spotify.com/v1/tracks/37BXaP8wCJrH0M3AdtSNyk,https://api.spotify.com/v1/audio-analysis/37BXaP8wCJrH0M3AdtSNyk,299334,4
